Table_Id,City,Summary_Level,Place_Fips,Geo_Id,State,State_Fips,Total_Population
103636,Hooper,160,37380,16000US0837380,CO,8,55
103637,Hotchkiss,160,37545,16000US0837545,CO,8,932
103638,Hot Sulphur Springs,160,37600,16000US0837600,CO,8,772
103639,Howard,160,37655,16000US0837655,CO,8,794
103640,Hudson,160,37820,16000US0837820,CO,8,2138
103641,Hugo,160,37875,16000US0837875,CO,8,670
103642,Idaho Springs,160,38370,16000US0838370,CO,8,1996
103643,Idalia,160,38425,16000US0838425,CO,8,45
103644,Idledale,160,38480,16000US0838480,CO,8,282
103645,Ignacio,160,38535,16000US0838535,CO,8,887
103646,Iliff,160,38590,16000US0838590,CO,8,212
103647,Indian Hills,160,38810,16000US0838810,CO,8,1380
103648,Inverness,160,38910,16000US0838910,CO,8,1109
103649,Jackson Lake,160,39160,16000US0839160,CO,8,178
103650,Jamestown,160,39195,16000US0839195,CO,8,256
103651,Jansen,160,39250,16000US0839250,CO,8,131
103652,Joes,160,39745,16000US0839745,CO,8,45
103653,Johnson Village,160,39800,16000US0839800,CO,8,224
103654,Johnstown,160,39855,16000US0839855,CO,8,12818
103655,Julesburg,160,39965,16000US0839965,CO,8,1218
103656,Keenesburg,160,40185,16000US0840185,CO,8,1319
103657,Ken Caryl,160,40377,16000US0840377,CO,8,33021
103658,Kersey,160,40515,16000US0840515,CO,8,1585
103659,Keystone,160,40550,16000US0840550,CO,8,1067
103660,Kim,160,40570,16000US0840570,CO,8,61
103661,Kiowa,160,40790,16000US0840790,CO,8,859
103662,Kirk,160,40900,16000US0840900,CO,8,102
103663,Kit Carson,160,41010,16000US0841010,CO,8,263
103664,Kittredge,160,41065,16000US0841065,CO,8,1324
103665,Kremmling,160,41560,16000US0841560,CO,8,2090
103666,Lafayette,160,41835,16000US0841835,CO,8,26430
103667,Laird,160,42000,16000US0842000,CO,8,30
103668,La Jara,160,42055,16000US0842055,CO,8,713
103669,La Junta,160,42110,16000US0842110,CO,8,7018
103670,La Junta Gardens,160,42165,16000US0842165,CO,8,25
103671,Lake City,160,42330,16000US0842330,CO,8,354
103672,Lakeside,160,42495,16000US0842495,CO,8,5
103673,Lakewood,160,43000,16000US0843000,CO,8,147836
103674,Lamar,160,43110,16000US0843110,CO,8,7744
103675,Laporte,160,43220,16000US0843220,CO,8,2497
103676,Larkspur,160,43550,16000US0843550,CO,8,248
103677,La Salle,160,43605,16000US0843605,CO,8,2571
103678,Las Animas,160,43660,16000US0843660,CO,8,1813
103679,La Veta,160,44100,16000US0844100,CO,8,729
103680,Lazy Acres,160,44270,16000US0844270,CO,8,977
103681,Leadville,160,44320,16000US0844320,CO,8,2595
103682,Leadville North,160,44375,16000US0844375,CO,8,1815
103683,Lewis,160,44595,16000US0844595,CO,8,391
103684,Leyner,160,44695,16000US0844695,CO,8,30
103685,Limon,160,44980,16000US0844980,CO,8,1425
103686,Lincoln Park,160,45145,16000US0845145,CO,8,3222
103687,Littleton,160,45255,16000US0845255,CO,8,44553
103688,Lochbuie,160,45530,16000US0845530,CO,8,5222
103689,Loghill Village,160,45680,16000US0845680,CO,8,452
103690,Log Lane Village,160,45695,16000US0845695,CO,8,1003
103691,Loma,160,45750,16000US0845750,CO,8,1254
103692,Lone Tree,160,45955,16000US0845955,CO,8,12462
103693,Longmont,160,45970,16000US0845970,CO,8,89814
103694,Louisville,160,46355,16000US0846355,CO,8,19548
103695,Louviers,160,46410,16000US0846410,CO,8,152
103696,Loveland,160,46465,16000US0846465,CO,8,71755
103697,Lynn,160,47015,16000US0847015,CO,8,6
103698,Lyons,160,47070,16000US0847070,CO,8,2056
103699,McCoy,160,47345,16000US0847345,CO,8,27
103700,Manassa,160,48060,16000US0848060,CO,8,1060
103701,Mancos,160,48115,16000US0848115,CO,8,1727
103702,Manitou Springs,160,48445,16000US0848445,CO,8,5211
103703,Manzanola,160,48500,16000US0848500,CO,8,445
103704,Marble,160,48555,16000US0848555,CO,8,150
103705,Maybell,160,49325,16000US0849325,CO,8,56
103706,Maysville,160,49490,16000US0849490,CO,8,95
103707,Mead,160,49600,16000US0849600,CO,8,3967
103708,Meeker,160,49875,16000US0849875,CO,8,2770
103709,Meridian,160,50012,16000US0850012,CO,8,3107
103710,Merino,160,50040,16000US0850040,CO,8,245
103711,Midland,160,50380,16000US0850380,CO,8,163
103712,Milliken,160,50480,16000US0850480,CO,8,5975
103713,Minturn,160,50920,16000US0850920,CO,8,1050
103714,Moffat,160,51250,16000US0851250,CO,8,131
103715,Monte Vista,160,51635,16000US0851635,CO,8,4366
103716,Montezuma,160,51690,16000US0851690,CO,8,57
103717,Montrose,160,51745,16000US0851745,CO,8,18970
103718,Monument,160,51800,16000US0851800,CO,8,6252
103719,Morgan Heights,160,51975,16000US0851975,CO,8,386
103720,Morrison,160,52075,16000US0852075,CO,8,394
103721,Mountain Meadows,160,52210,16000US0852210,CO,8,192
103722,Mountain View,160,52350,16000US0852350,CO,8,607
103723,Mountain Village,160,52550,16000US0852550,CO,8,1405
103724,Mount Crested Butte,160,52570,16000US0852570,CO,8,859
103725,Mulford,160,52820,16000US0852820,CO,8,169
103726,Naturita,160,53120,16000US0853120,CO,8,461
103727,Nederland,160,53175,16000US0853175,CO,8,1531
103728,New Castle,160,53395,16000US0853395,CO,8,4569
103729,Niwot,160,53780,16000US0853780,CO,8,4497
103730,No Name,160,53875,16000US0853875,CO,8,146
103731,Norrie,160,53945,16000US0853945,CO,8,0
103732,Northglenn,160,54330,16000US0854330,CO,8,37754
103733,North La Junta,160,54495,16000US0854495,CO,8,449
103734,North Washington,160,54750,16000US0854750,CO,8,272
103735,Norwood,160,54880,16000US0854880,CO,8,595
103736,Nucla,160,54935,16000US0854935,CO,8,525
103737,Nunn,160,55045,16000US0855045,CO,8,524
103738,Oak Creek,160,55155,16000US0855155,CO,8,836
103739,Olathe,160,55540,16000US0855540,CO,8,1999
103740,Olney Springs,160,55705,16000US0855705,CO,8,507
103741,Ophir,160,55870,16000US0855870,CO,8,226
103742,Orchard,160,55925,16000US0855925,CO,8,113
103743,Orchard City,160,55980,16000US0855980,CO,8,3047
103744,Orchard Mesa,160,56035,16000US0856035,CO,8,6385
103745,Ordway,160,56145,16000US0856145,CO,8,1393
103746,Otis,160,56365,16000US0856365,CO,8,438
103747,Ouray,160,56420,16000US0856420,CO,8,853
103748,Ovid,160,56475,16000US0856475,CO,8,311
103749,Padroni,160,56695,16000US0856695,CO,8,143
103750,Pagosa Springs,160,56860,16000US0856860,CO,8,1729
103751,Palisade,160,56970,16000US0856970,CO,8,2654
103752,Palmer Lake,160,57025,16000US0857025,CO,8,2529
103753,Paoli,160,57245,16000US0857245,CO,8,63
103754,Paonia,160,57300,16000US0857300,CO,8,1255
103755,Parachute,160,57400,16000US0857400,CO,8,1095
103756,Paragon Estates,160,57445,16000US0857445,CO,8,848
103757,Parker,160,57630,16000US0857630,CO,8,47342
103758,Parshall,160,57850,16000US0857850,CO,8,57
103759,Peetz,160,58235,16000US0858235,CO,8,242
103760,Penrose,160,58400,16000US0858400,CO,8,3211
103761,Peoria,160,58510,16000US0858510,CO,8,178
103762,Perry Park,160,58592,16000US0858592,CO,8,1727
103763,Peyton,160,58675,16000US0858675,CO,8,307
103764,Phippsburg,160,58785,16000US0858785,CO,8,139
103765,Piedra,160,58960,16000US0858960,CO,8,61
103766,Pierce,160,59005,16000US0859005,CO,8,946
103767,Pine Brook Hill,160,59240,16000US0859240,CO,8,1263
103768,Pitkin,160,59830,16000US0859830,CO,8,104
103769,Platteville,160,60160,16000US0860160,CO,8,2574
103770,Poncha Springs,160,60600,16000US0860600,CO,8,1172
103771,Ponderosa Park,160,60655,16000US0860655,CO,8,3211
103772,Portland,160,60765,16000US0860765,CO,8,168
103773,Pritchett,160,61315,16000US0861315,CO,8,130
103774,Pueblo,160,62000,16000US0862000,CO,8,108073
103775,Pueblo West,160,62220,16000US0862220,CO,8,30440
103776,Ramah,160,62660,16000US0862660,CO,8,72
103777,Rangely,160,62880,16000US0862880,CO,8,2322
103778,Raymer (New Raymer),160,63045,16000US0863045,CO,8,88
103779,Red Cliff,160,63265,16000US0863265,CO,8,279
103780,Red Feather Lakes,160,63320,16000US0863320,CO,8,181
103781,Redlands,160,63375,16000US0863375,CO,8,10086
103782,Redstone,160,63650,16000US0863650,CO,8,26
103783,Redvale,160,63705,16000US0863705,CO,8,171
103784,Rico,160,64090,16000US0864090,CO,8,199
103785,Ridgway,160,64200,16000US0864200,CO,8,898
103786,Rifle,160,64255,16000US0864255,CO,8,9451
103787,Rock Creek Park,160,64870,16000US0864870,CO,8,20
103788,Rockvale,160,64970,16000US0864970,CO,8,475
103789,Rocky Ford,160,65190,16000US0865190,CO,8,3877
103790,Rollinsville,160,65685,16000US0865685,CO,8,15
103791,Romeo,160,65740,16000US0865740,CO,8,337
103792,Roxborough Park,160,66197,16000US0866197,CO,8,9859
103793,Rye,160,66895,16000US0866895,CO,8,209
103794,Saddle Ridge,160,66995,16000US0866995,CO,8,64
103795,Saguache,160,67005,16000US0867005,CO,8,536
103796,St. Ann Highlands,160,67040,16000US0867040,CO,8,350
103797,St. Mary's,160,67142,16000US0867142,CO,8,291
103798,Salida,160,67280,16000US0867280,CO,8,5373
103799,Salt Creek,160,67445,16000US0867445,CO,8,662
103800,San Acacio,160,67500,16000US0867500,CO,8,14
103801,Sanford,160,67830,16000US0867830,CO,8,918
103802,San Luis,160,68105,16000US0868105,CO,8,642
103803,Sawpit,160,68655,16000US0868655,CO,8,30
103804,Security-Widefield,160,68847,16000US0868847,CO,8,34836
103805,Sedalia,160,68875,16000US0868875,CO,8,131
103806,Sedgwick,160,68930,16000US0868930,CO,8,155
103807,Segundo,160,68985,16000US0868985,CO,8,153
103808,Seibert,160,69040,16000US0869040,CO,8,182
103809,Seven Hills,160,69110,16000US0869110,CO,8,83
103810,Severance,160,69150,16000US0869150,CO,8,3448
103811,Shaw Heights,160,69480,16000US0869480,CO,8,4760
103812,Sheridan,160,69645,16000US0869645,CO,8,5912
103813,Sheridan Lake,160,69700,16000US0869700,CO,8,85
103814,Sherrelwood,160,69810,16000US0869810,CO,8,19209
103815,Silt,160,70195,16000US0870195,CO,8,2976
103816,Silver Cliff,160,70250,16000US0870250,CO,8,789
103817,Silver Plume,160,70360,16000US0870360,CO,8,239
103818,Silverthorne,160,70525,16000US0870525,CO,8,4117
103819,Silverton,160,70580,16000US0870580,CO,8,552
103820,Simla,160,70635,16000US0870635,CO,8,555
103821,Smeltertown,160,71625,16000US0871625,CO,8,174
103822,Snowmass Village,160,71755,16000US0871755,CO,8,2865
103823,Snyder,160,71790,16000US0871790,CO,8,145
103824,Southern Ute,160,72320,16000US0872320,CO,8,156
103825,South Fork,160,72395,16000US0872395,CO,8,589
103826,Springfield,160,73330,16000US0873330,CO,8,1392
103827,Starkville,160,73715,16000US0873715,CO,8,31
103828,Steamboat Springs,160,73825,16000US0873825,CO,8,12148
103829,Sterling,160,73935,16000US0873935,CO,8,14046
103830,Stonegate,160,74080,16000US0874080,CO,8,9264
103831,Stonewall Gap,160,74275,16000US0874275,CO,8,41
103832,Strasburg,160,74375,16000US0874375,CO,8,3027
103833,Stratmoor,160,74430,16000US0874430,CO,8,6035
103834,Stratton,160,74485,16000US0874485,CO,8,627
103835,Sugar City,160,74815,16000US0874815,CO,8,434
103836,Sugarloaf,160,74980,16000US0874980,CO,8,305
103837,Sunshine,160,75585,16000US0875585,CO,8,151
103838,Superior,160,75640,16000US0875640,CO,8,12815
103839,Swink,160,75970,16000US0875970,CO,8,659
103840,Tabernash,160,76190,16000US0876190,CO,8,355
103841,Tall Timber,160,76325,16000US0876325,CO,8,217
103842,Telluride,160,76795,16000US0876795,CO,8,2019
103843,The Pinery,160,77235,16000US0877235,CO,8,11384
103844,Thornton,160,77290,16000US0877290,CO,8,127688
103845,Timnath,160,77510,16000US0877510,CO,8,1204
103846,Todd Creek,160,77757,16000US0877757,CO,8,3879
103847,Towaoc,160,78280,16000US0878280,CO,8,787
103848,Towner,160,78335,16000US0878335,CO,8,43
103849,Trail Side,160,78345,16000US0878345,CO,8,82
103850,Trinidad,160,78610,16000US0878610,CO,8,8470
103851,Twin Lakes CDP (Adams County),160,79100,16000US0879100,CO,8,6698
103852,Twin Lakes CDP (Lake County),160,79105,16000US0879105,CO,8,140
103853,Two Buttes,160,79270,16000US0879270,CO,8,63
103854,Upper Bear Creek,160,79785,16000US0879785,CO,8,1143
103855,Vail,160,80040,16000US0880040,CO,8,5321
103856,Valdez,160,80095,16000US0880095,CO,8,18
103857,Valmont,160,80370,16000US0880370,CO,8,104
103858,Vernon,160,80755,16000US0880755,CO,8,10
103859,Victor,160,80865,16000US0880865,CO,8,374
103860,Vilas,160,81030,16000US0881030,CO,8,214
103861,Vineland,160,81305,16000US0881305,CO,8,166
103862,Vona,160,81690,16000US0881690,CO,8,45
103863,Walden,160,82130,16000US0882130,CO,8,535
103864,Walsenburg,160,82350,16000US0882350,CO,8,2930
103865,Walsh,160,82460,16000US0882460,CO,8,618
103866,Ward,160,82735,16000US0882735,CO,8,115
103867,Watkins,160,82900,16000US0882900,CO,8,492
103868,Welby,160,83120,16000US0883120,CO,8,16408
103869,Weldona,160,83175,16000US0883175,CO,8,104
103870,Wellington,160,83230,16000US0883230,CO,8,6934
103871,Westcliffe,160,83450,16000US0883450,CO,8,440
103872,Westcreek,160,83500,16000US0883500,CO,8,117
103873,Westminster,160,83835,16000US0883835,CO,8,110598
103874,Weston,160,84000,16000US0884000,CO,8,51
103875,West Pleasant View,160,84042,16000US0884042,CO,8,3830
103876,Wheat Ridge,160,84440,16000US0884440,CO,8,30863
103877,Wiggins,160,84770,16000US0884770,CO,8,1054
103878,Wiley,160,85045,16000US0885045,CO,8,350
103879,Williamsburg,160,85155,16000US0885155,CO,8,680
103880,Windsor,160,85485,16000US0885485,CO,8,20455
103881,Winter Park,160,85705,16000US0885705,CO,8,578
103882,Wolcott,160,85760,16000US0885760,CO,8,0
103883,Woodland Park,160,86090,16000US0886090,CO,8,7155
103884,Woodmoor,160,86117,16000US0886117,CO,8,8427
103885,Woody Creek,160,86200,16000US0886200,CO,8,276
103886,Wray,160,86310,16000US0886310,CO,8,2714
103887,Yampa,160,86475,16000US0886475,CO,8,417
103888,Yuma,160,86750,16000US0886750,CO,8,3601
103889,Acres Green,160,320,16000US0800320,CO,8,2921
103890,Aetna Estates,160,620,16000US0800620,CO,8,1165
103891,Aguilar,160,760,16000US0800760,CO,8,660
103892,Air Force Academy,160,870,16000US0800870,CO,8,5864
103893,Akron,160,925,16000US0800925,CO,8,1903
103894,Alamosa,160,1090,16000US0801090,CO,8,9592
103895,Alamosa East,160,1145,16000US0801145,CO,8,1576
103896,Allenspark,160,1420,16000US0801420,CO,8,673
103897,Alma,160,1530,16000US0801530,CO,8,302
103898,Alpine,160,1640,16000US0801640,CO,8,146
103899,Altona,160,1740,16000US0801740,CO,8,550
103900,Amherst,160,1915,16000US0801915,CO,8,56
103901,Antonito,160,2355,16000US0802355,CO,8,757
103902,Applewood,160,2575,16000US0802575,CO,8,7623
103903,Arboles,160,2905,16000US0802905,CO,8,246
103904,Aristocrat Ranchettes,160,3015,16000US0803015,CO,8,1275
103905,Arriba,160,3235,16000US0803235,CO,8,188
103906,Arvada,160,3455,16000US0803455,CO,8,111658
103907,Aspen,160,3620,16000US0803620,CO,8,6740
103908,Aspen Park,160,3730,16000US0803730,CO,8,748
103909,Atwood,160,3840,16000US0803840,CO,8,228
103910,Ault,160,3950,16000US0803950,CO,8,1750
103911,Aurora,160,4000,16000US0804000,CO,8,345867
103912,Avon,160,4110,16000US0804110,CO,8,6414
103913,Norwalk,160,55990,16000US0955990,CT,9,87701
103914,Norwich,160,56200,16000US0956200,CT,9,40254
103915,Oakville,160,56690,16000US0956690,CT,9,9246
103916,Old Greenwich,160,56900,16000US0956900,CT,9,6764
103917,Old Mystic,160,57180,16000US0957180,CT,9,3625
103918,Old Saybrook Center,160,57390,16000US0957390,CT,9,2139
103919,Orange,160,57670,16000US0957670,CT,9,13946
103920,Oxoboxo River,160,58520,16000US0958520,CT,9,3081
103921,Pawcatuck,160,59140,16000US0959140,CT,9,5242
103922,Pemberwick,160,59210,16000US0959210,CT,9,3935
103923,Plainfield Village,160,60090,16000US0960090,CT,9,2244
103924,Plantsville,160,60260,16000US0960260,CT,9,1672
103925,Poquonock Bridge,160,61730,16000US0961730,CT,9,1828
103926,Portland,160,61870,16000US0961870,CT,9,5619
103927,Putnam,160,62640,16000US0962640,CT,9,7147
103928,Quinebaug,160,63270,16000US0963270,CT,9,1102
103929,Ridgefield,160,63900,16000US0963900,CT,9,7725
103930,Riverside,160,64530,16000US0964530,CT,9,8592
103931,Rockville,160,65230,16000US0965230,CT,9,7459
103932,Salmon Brook,160,66455,16000US0966455,CT,9,2676
103933,Saybrook Manor,160,67050,16000US0967050,CT,9,1103
103934,Sharon,160,67890,16000US0967890,CT,9,666
103935,Shelton,160,68100,16000US0968100,CT,9,40783
103936,Sherwood Manor,160,68450,16000US0968450,CT,9,5457
103937,Simsbury Center,160,69010,16000US0969010,CT,9,5926
103938,Somers,160,69150,16000US0969150,CT,9,1927
103939,South Coventry,160,69990,16000US0969990,CT,9,1117
103940,Southport,160,71040,16000US0971040,CT,9,1667
103941,South Windham,160,71250,16000US0971250,CT,9,1458
103942,Southwood Acres,160,71460,16000US0971460,CT,9,7731
103943,South Woodstock,160,71530,16000US0971530,CT,9,1155
103944,Stafford Springs,160,72300,16000US0972300,CT,9,5061
103945,Stamford,160,73000,16000US0973000,CT,9,126592
103946,Stonington borough,160,73700,16000US0973700,CT,9,971
103947,Storrs,160,73980,16000US0973980,CT,9,15914
103948,Stratford,160,74260,16000US0974260,CT,9,52316
103949,Suffield Depot,160,74655,16000US0974655,CT,9,1468
103950,Tariffville,160,75100,16000US0975100,CT,9,1272
103951,Terramuggus,160,75200,16000US0975200,CT,9,862
103952,Terryville,160,75240,16000US0975240,CT,9,5180
103953,Thomaston,160,75660,16000US0975660,CT,9,1909
103954,Thompsonville,160,75940,16000US0975940,CT,9,8878
103955,Torrington,160,76500,16000US0976500,CT,9,35493
103956,Trumbull,160,77270,16000US0977270,CT,9,36571
103957,Wallingford Center,160,78880,16000US0978880,CT,9,17710
103958,Waterbury,160,80000,16000US0980000,CT,9,109551
103959,Waterford,160,80210,16000US0980210,CT,9,2948
103960,Watertown,160,80420,16000US0980420,CT,9,2996
103961,Wauregan,160,80630,16000US0980630,CT,9,1428
103962,Weatogue,160,80770,16000US0980770,CT,9,3020
103963,Westbrook Center,160,81750,16000US0981750,CT,9,2125
103964,West Hartford,160,82660,16000US0982660,CT,9,63288
103965,West Haven,160,82800,16000US0982800,CT,9,55189
103966,Westport,160,83570,16000US0983570,CT,9,27343
103967,West Simsbury,160,83990,16000US0983990,CT,9,2466
103968,Wethersfield,160,84970,16000US0984970,CT,9,26510
103969,Willimantic,160,85810,16000US0985810,CT,9,17411
103970,Wilton Center,160,86380,16000US0986380,CT,9,712
103971,Windsor Locks,160,87140,16000US0987140,CT,9,12564
103972,Winsted,160,87350,16000US0987350,CT,9,7753
103973,Woodbury Center,160,87980,16000US0987980,CT,9,1438
103974,Woodmont borough,160,88050,16000US0988050,CT,9,1563
103975,Ansonia,160,1150,16000US0901150,CT,9,19035
103976,Baltic,160,2550,16000US0902550,CT,9,1026
103977,Bantam borough,160,2690,16000US0902690,CT,9,842
103978,Bethel,160,4790,16000US0904790,CT,9,9731
103979,Bethlehem Village,160,4945,16000US0904945,CT,9,1850
103980,Blue Hills,160,6050,16000US0906050,CT,9,2872
103981,Branford Center,160,7345,16000US0907345,CT,9,6015
103982,Bridgeport,160,8000,16000US0908000,CT,9,147340
103983,Bristol,160,8420,16000US0908420,CT,9,60554
103984,Broad Brook,160,8770,16000US0908770,CT,9,4504
103985,Brooklyn,160,9120,16000US0909120,CT,9,908
103986,Byram,160,10660,16000US0910660,CT,9,4836
103987,Canaan,160,10870,16000US0910870,CT,9,1098
103988,Cannondale,160,11990,16000US0911990,CT,9,117
103989,Canton Valley,160,12370,16000US0912370,CT,9,1659
103990,Cheshire Village,160,14200,16000US0914200,CT,9,5730
103991,Chester Center,160,14370,16000US0914370,CT,9,1847
103992,Clinton,160,15420,16000US0915420,CT,9,3498
103993,Colchester,160,15840,16000US0915840,CT,9,4309
103994,Collinsville,160,16120,16000US0916120,CT,9,3518
103995,Conning Towers Nautilus Park,160,16960,16000US0916960,CT,9,9814
103996,Cos Cob,160,17520,16000US0917520,CT,9,6433
103997,Coventry Lake,160,17835,16000US0917835,CT,9,3393
103998,Crystal Lake,160,18220,16000US0918220,CT,9,2220
103999,Danbury,160,18430,16000US0918430,CT,9,83476
104000,Danielson borough,160,18780,16000US0918780,CT,9,4026
104001,Darien,160,18920,16000US0918920,CT,9,21392
104002,Deep River Center,160,19200,16000US0919200,CT,9,2417
104003,Derby,160,19480,16000US0919480,CT,9,12796
104004,Durham,160,20740,16000US0920740,CT,9,2932
104005,East Brooklyn,160,21160,16000US0921160,CT,9,1672
104006,East Hampton,160,22420,16000US0922420,CT,9,2643
104007,East Hartford,160,22700,16000US0922700,CT,9,51137
104008,East Haven,160,22980,16000US0922980,CT,9,29104
104009,Essex Village,160,26370,16000US0926370,CT,9,2196
104010,Falls Village,160,27390,16000US0927390,CT,9,403
104011,Fenwick borough,160,27810,16000US0927810,CT,9,81
104012,Gales Ferry,160,30190,16000US0930190,CT,9,824
104013,Georgetown,160,30540,16000US0930540,CT,9,1845
104014,Glastonbury Center,160,31270,16000US0931270,CT,9,7409
104015,Glenville,160,31520,16000US0931520,CT,9,2478
104016,Greenwich,160,33690,16000US0933690,CT,9,13499
104017,Groton,160,34180,16000US0934180,CT,9,9305
104018,Groton Long Point borough,160,34460,16000US0934460,CT,9,510
104019,Guilford Center,160,35020,16000US0935020,CT,9,2476
104020,Hartford,160,37000,16000US0937000,CT,9,124795
104021,Hazardville,160,37770,16000US0937770,CT,9,4868
104022,Heritage Village,160,37930,16000US0937930,CT,9,3934
104023,Higganum,160,38050,16000US0938050,CT,9,1683
104024,Jewett City borough,160,39940,16000US0939940,CT,9,3472
104025,Kensington,160,40150,16000US0940150,CT,9,8824
104026,Lake Pocotopaug,160,41410,16000US0941410,CT,9,3313
104027,Lakeville,160,41830,16000US0941830,CT,9,858
104028,Litchfield borough,160,43300,16000US0943300,CT,9,1474
104029,Long Hill,160,43790,16000US0943790,CT,9,4269
104030,Madison Center,160,44630,16000US0944630,CT,9,2421
104031,Manchester,160,44690,16000US0944690,CT,9,30883
104032,Mansfield Center,160,45120,16000US0945120,CT,9,1127
104033,Mashantucket,160,45995,16000US0945995,CT,9,167
104034,Meriden,160,46450,16000US0946450,CT,9,60439
104035,Middletown,160,47290,16000US0947290,CT,9,47218
104036,Milford city (balance),160,47515,16000US0947515,CT,9,51643
104037,Moodus,160,49110,16000US0949110,CT,9,1212
104038,Moosup,160,49180,16000US0949180,CT,9,3192
104039,Mystic,160,49810,16000US0949810,CT,9,3981
104040,Naugatuck borough,160,49880,16000US0949880,CT,9,31722
104041,New Britain,160,50370,16000US0950370,CT,9,72988
104042,New Hartford Center,160,51420,16000US0951420,CT,9,1557
104043,New Haven,160,52000,16000US0952000,CT,9,130612
104044,Newington,160,52210,16000US0952210,CT,9,30638
104045,New London,160,52280,16000US0952280,CT,9,27423
104046,New Milford,160,52560,16000US0952560,CT,9,6915
104047,New Preston,160,52770,16000US0952770,CT,9,915
104048,Newtown borough,160,52910,16000US0952910,CT,9,2009
104049,Niantic,160,53120,16000US0953120,CT,9,3005
104050,Noank,160,53260,16000US0953260,CT,9,2133
104051,Norfolk,160,53400,16000US0953400,CT,9,591
104052,North Granby,160,54660,16000US0954660,CT,9,1781
104053,North Grosvenor Dale,160,54730,16000US0954730,CT,9,1707
104054,North Haven,160,54940,16000US0954940,CT,9,23937
104055,Northwest Harwinton,160,55725,16000US0955725,CT,9,3167
104056,Washington,160,50000,16000US1150000,DC,11,647484
104057,Arden village,160,1400,16000US1001400,DE,10,538
104058,Ardencroft village,160,1530,16000US1001530,DE,10,262
104059,Ardentown village,160,1660,16000US1001660,DE,10,297
104060,Bear,160,4130,16000US1004130,DE,10,19886
104061,Bellefonte,160,4650,16000US1004650,DE,10,1318
104062,Bethany Beach,160,5690,16000US1005690,DE,10,908
104063,Bethel,160,5820,16000US1005820,DE,10,171
104064,Blades,160,6730,16000US1006730,DE,10,1303
104065,Bowers,160,7250,16000US1007250,DE,10,320
104066,Bridgeville,160,8680,16000US1008680,DE,10,2364
104067,Brookside,160,9850,16000US1009850,DE,10,13743
104068,Camden,160,10760,16000US1010760,DE,10,3501
104069,Cheswold,160,14660,16000US1014660,DE,10,1219
104070,Claymont,160,15310,16000US1015310,DE,10,9060
104071,Clayton,160,15440,16000US1015440,DE,10,3034
104072,Dagsboro,160,18950,16000US1018950,DE,10,980
104073,Delaware City,160,19730,16000US1019730,DE,10,1933
104074,Delmar,160,20380,16000US1020380,DE,10,1784
104075,Dewey Beach,160,20900,16000US1020900,DE,10,250
104076,Dover,160,21200,16000US1021200,DE,10,37144
104077,Dover Base Housing,160,21387,16000US1021387,DE,10,3417
104078,Edgemoor,160,23240,16000US1023240,DE,10,6257
104079,Ellendale,160,24020,16000US1024020,DE,10,363
104080,Elsmere,160,24540,16000US1024540,DE,10,6154
104081,Farmington,160,25840,16000US1025840,DE,10,91
104082,Felton,160,26620,16000US1026620,DE,10,1658
104083,Fenwick Island,160,26880,16000US1026880,DE,10,396
104084,Frankford,160,28310,16000US1028310,DE,10,988
104085,Frederica,160,28440,16000US1028440,DE,10,1053
104086,Georgetown,160,29090,16000US1029090,DE,10,6775
104087,Glasgow,160,29350,16000US1029350,DE,10,14640
104088,Greenville,160,31430,16000US1031430,DE,10,2378
104089,Greenwood,160,31560,16000US1031560,DE,10,1289
104090,Harrington,160,33120,16000US1033120,DE,10,3665
104091,Hartly,160,33250,16000US1033250,DE,10,54
104092,Henlopen Acres,160,33900,16000US1033900,DE,10,157
104093,Highland Acres,160,34810,16000US1034810,DE,10,3966
104094,Hockessin,160,35850,16000US1035850,DE,10,13230
104095,Houston,160,36760,16000US1036760,DE,10,390
104096,Kent Acres,160,38710,16000US1038710,DE,10,2283
104097,Kenton,160,39100,16000US1039100,DE,10,299
104098,Laurel,160,41310,16000US1041310,DE,10,3916
104099,Leipsic,160,41700,16000US1041700,DE,10,118
104100,Lewes,160,41830,16000US1041830,DE,10,2887
104101,Little Creek,160,42870,16000US1042870,DE,10,190
104102,Long Neck,160,43245,16000US1043245,DE,10,2359
104103,Magnolia,160,44430,16000US1044430,DE,10,192
104104,Middletown,160,47030,16000US1047030,DE,10,19744
104105,Milford,160,47420,16000US1047420,DE,10,9993
104106,Millsboro,160,47940,16000US1047940,DE,10,4050
104107,Millville,160,48200,16000US1048200,DE,10,1510
104108,Milton,160,48330,16000US1048330,DE,10,2717
104109,Newark,160,50670,16000US1050670,DE,10,32740
104110,New Castle,160,50800,16000US1050800,DE,10,5371
104111,Newport,160,51190,16000US1051190,DE,10,1165
104112,North Star,160,52490,16000US1052490,DE,10,7596
104113,Ocean View,160,53920,16000US1053920,DE,10,1880
104114,Odessa,160,54050,16000US1054050,DE,10,598
104115,Pike Creek,160,56490,16000US1056490,DE,10,8463
104116,Pike Creek Valley,160,56500,16000US1056500,DE,10,10672
104117,Rehoboth Beach,160,60290,16000US1060290,DE,10,1098
104118,Rising Sun-Lebanon,160,61265,16000US1061265,DE,10,3970
104119,Riverview,160,61480,16000US1061480,DE,10,2863
104120,Rodney Village,160,61720,16000US1061720,DE,10,1586
104121,St. Georges,160,63800,16000US1063800,DE,10,1141
104122,Seaford,160,64320,16000US1064320,DE,10,7290
